       mol;    enlace;       Std;       Dip;      Dip2;       Hyd;      Pols;       Mol;       Pol;       Van;       Gas;       Ato;        r2;      pi2h;       b2h;       b2o;       l16
     140.0;       5.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.181138; 20.002667;    -0.041;  0.428333;  0.238333;  0.241667;     0.696
     140.0;       6.0;      1.46;       0.0;       0.0; -0.041067;       0.0;      2.84;  0.901333;  1.133333;   0.12694;  8.007333;      0.06;     0.092; -0.095667; -0.097333;     0.409
     140.0;       7.0;      1.31;       0.0;       0.0;    0.1837;       0.0;    3.3235;  1.126667;  1.416667;   0.03316; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     140.0;       8.0;      1.45;       3.6;       0.0;   0.05255;       0.0;     3.115;  1.092167;  1.416667;   0.09212; 10.009167;      0.08;  0.050667;     0.014;     0.016;     0.374
     140.0;       9.0;      1.45;       0.0;       0.0;  0.177333;       0.0;  3.322167;     1.308;  1.416667;  0.015485; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     140.0;      10.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.003817; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     140.0;      11.0;      1.34;       0.0;       1.4; -0.116617;     6.445;  2.270667;     1.147;  1.366667; -0.098811; 11.007167;     0.083;  0.145167;    0.1605;      0.15;     0.495
     140.0;      12.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.046836;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     140.0;      13.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.043299;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     140.0;      14.0;       1.4;       0.0;       0.0;   0.14505;       0.0;     2.735;      1.58;  1.416667;  0.020845; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     140.0;      15.0;      1.89;      1.48;      1.42;    0.9116;       0.0;     9.987;     3.645;  2.466667;  0.006699; 83.907667;     0.256;  0.194667;    -0.011;       0.0;     1.305
     140.0;      16.0;      1.34;       0.0;       1.4;  -0.09595;     6.445;     2.161;     1.147;  1.366667; -0.085321; 11.007167;     0.083;  0.145167;    0.1605;      0.15;     0.495
     140.0;      17.0;      1.16;       0.0;       3.1;   0.01593;     23.79;     3.669;    1.5975;      2.45; -0.139716;   20.0125;      0.02;     0.711;     0.256;     0.261;     0.923
     140.0;      18.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  -0.03714; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     140.0;      19.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  -0.03714; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     140.0;      20.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.059449;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     140.0;      21.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062081;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     140.0;      22.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.062081;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     140.0;      23.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.059449;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     141.0;       1.0;       0.0;       0.0;       0.0;  0.075733;       0.0;  3.413333;  1.414667;  2.266667; -0.006653; 16.014667; -0.074333;    -0.063;  0.010667;  0.006667;  0.470667
     141.0;       2.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.138186; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     141.0;       3.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.065401;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     141.0;       4.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.091019; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     141.0;       5.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.150576; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     141.0;       6.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.124551;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     141.0;       7.0;      1.36;      0.86;       0.7;    0.0175;     4.615;    1.7135;  0.769167;  1.341667; -0.155682; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     141.0;       8.0;      1.34;       0.0;       0.0;    0.1397;       0.0;     2.606;  0.901333;  1.133333;  0.131443;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;       9.0;      1.46;       0.0;       0.0; -0.041067;       0.0;      2.84;  0.901333;  1.133333;  0.150791;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;      10.0;      1.46;       0.0;       0.0;  0.133333;       0.0;  2.604667;  1.082667;  1.133333;  0.069813;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;      11.0;      1.36;      0.86;       0.7;  -0.12175;     4.615;     2.026;  0.769167;  1.341667; -0.165599; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     141.0;      12.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.007172; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      13.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667;  0.007172; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      14.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.051433; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      15.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.450266; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     141.0;      16.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.120479;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;      17.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.435109; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     141.0;      18.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.120479;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;      19.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.450266; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     141.0;      20.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.051433; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      21.0;      1.36;      0.86;       0.7; -0.028517;     4.615;  1.875333;    0.9505;  1.341667; -0.177152; 12.003167;     0.067;  0.126167;    0.1055;     0.113;     0.388
     141.0;      22.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.060491; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      23.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;  0.085521;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;      24.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.052693; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      25.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.466833; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     141.0;      26.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.052232; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      27.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;   0.05601; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     141.0;      28.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.462267; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     141.0;      29.0;       1.4;       0.0;       0.0;  0.226567;       0.0;     2.454;     1.264;  1.133333;  0.081502;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;      30.0;      1.46;       0.0;       0.0; -0.047433;       0.0;  2.838667;  1.082667;  1.133333;  0.116422;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     141.0;      31.0;      1.22;       2.4;       2.4;  0.020133;     17.07;    1.8905;  1.019667;  2.116667; -0.205099; 20.002667;     0.019;  0.403667;     0.334;     0.339;     0.703
     141.0;      32.0;       0.0;      0.86;       0.7; -0.357667;     20.23;  1.734133;  0.990667;  2.116667; -0.335539; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
     141.0;      33.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.086334;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     141.0;      34.0;       0.0;      0.86;       0.7; -0.357667;     20.23;  1.734133;  0.990667;  2.116667; -0.349209; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
     141.0;      35.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.074352;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     141.0;      36.0;       0.0;      0.86;       0.7; -0.357667;     20.23;  1.734133;  0.990667;  2.116667;  -0.35139; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
     142.0;       1.0;       0.0;       0.0;       0.0;  0.075733;       0.0;  3.413333;  1.414667;  2.266667; -0.007046; 16.014667; -0.074333;    -0.063;  0.010667;  0.006667;  0.470667
     142.0;       2.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.143204; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;       3.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;   0.06502;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     142.0;       4.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.109819; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;       5.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.107624; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;       6.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.106641;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     142.0;       7.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.126114; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;       8.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.088651;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     142.0;       9.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.096862;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     142.0;      10.0;       0.0;      0.86;       0.7; -0.357667;     20.23;  1.734133;  0.990667;  2.116667; -0.340003; 20.002667;  0.090667;     0.259;  0.310667;  0.317667;  0.821667
     142.0;      11.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.107009;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     142.0;      12.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.112674; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;      13.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.108024; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;      14.0;      1.33;      0.86;       0.7;  -0.13595;     4.615;     1.919;     0.849;     1.625; -0.147809;    14.005;     0.007;    0.0925;    0.1055;     0.113;    0.4295
     142.0;      15.0;      1.38;       0.0;       0.0;  -0.12755;       0.0;    2.6205;     1.061;       1.7;  0.024958;    12.011;       0.0;       0.0;       0.0;       0.0;     0.499
     142.0;      16.0;      1.45;      0.68;       0.0;  0.019533;       0.0;  2.413667;    1.1625;  1.416667; -0.015921; 10.009167;      0.06;  0.033667;       0.0;       0.0;    0.4575
     142.0;      17.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.041428; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     142.0;      18.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.020446; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     142.0;      19.0;       1.4;       0.0;       0.0;    0.1581;       0.0;      3.35;     1.896;       1.7; -0.035534;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     142.0;      20.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.044269; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     142.0;      21.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.451959; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     142.0;      22.0;       1.4;       0.0;       0.0;  0.362467;       0.0;  2.568667;     1.264;  1.133333;  0.104689;  8.007333;      0.12;  0.067333;       0.0;       0.0;     0.416
     142.0;      23.0;       0.0;      0.86;       0.7; -0.108067;     20.23;  2.108133;     1.269;  2.116667; -0.451865; 20.002667;     0.121;  0.280667;     0.307;     0.311;      0.88
     142.0;      24.0;       1.4;       0.0;       0.0;  0.260283;       0.0;  2.959333;      1.58;  1.416667;  0.045869; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     142.0;      25.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.128981; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;      26.0;      1.45;       0.0;       0.0; -0.170117;       0.0;  2.286833;  0.884167;  1.416667;  0.077752; 10.009167;  0.029667;     0.012;  0.003667;  0.006667;  0.399167
     142.0;      27.0;      1.46;       0.0;       0.0; -0.136733;       0.0;  1.820667;  0.707333;  1.133333;  0.094262;  8.007333;  0.059333;     0.024;  0.007333;  0.013333;  0.299333
     142.0;      28.0;       0.0;      0.86;       0.7;  -0.39105;     20.23;    2.2003;    1.1675;       2.4; -0.356897;   22.0045;     0.061;     0.247;     0.307;     0.311;    0.9215
     142.0;      29.0;      1.36;      0.86;       0.7; -0.102567;     4.615;  1.452833;  0.672167;  1.341667; -0.173586; 12.003167;  0.036667;    0.1045;  0.109167;  0.119667;  0.329667
     142.0;      30.0;      1.36;      0.86;       0.7; -0.126967;     4.615;    2.2115;  0.769167;  1.341667; -0.116474; 12.003167; -0.030667;    0.0175;  0.036833;  0.038667;      0.05
     142.0;      31.0;      1.22;       2.4;       2.4; -0.245367;     17.07;     1.669;  1.019667;  2.116667; -0.136667; 20.002667; -0.078667;     0.295;  0.265333;  0.264667;     0.365
     142.0;      32.0;      1.45;       0.0;       0.0; -0.015217;       0.0;    3.4255;  1.126667;  1.416667;  0.122169; 10.009167; -0.003667;     -0.05; -0.063167; -0.068333;    0.1045
     142.0;      33.0;      1.28;       0.0;       0.0;   0.20955;       0.0;     3.909;     1.352;       1.7; -0.011888;    12.011;     0.068;      0.05;     0.011;     0.012;     0.469
     142.0;      34.0;      1.45;       0.0;       0.0;  0.177333;       0.0;  3.322167;     1.308;  1.416667; -0.030963; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     142.0;      35.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.032664; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
     142.0;      36.0;       1.4;       0.0;       0.0;  0.124383;       0.0;  2.844667;      1.58;  1.416667; -0.011687; 10.009167;     0.094;  0.058667;    0.0055;     0.006;    0.4425
